"","code","country","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Bavaria","Germany","German Federal Republic","German Democratic Republic","Baden","Wuerttemburg","Poland","Austria-Hungary","Austria","Hungary","Czechoslovakia","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Montenegro","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Kosovo","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Zanzibar","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","South Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","Korea","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"1",1,"United States of America",NA,6153.7002,NA,0,20.733999,51.560001,90.400002,80,NA,NA,NA,NA,NA,NA,NA,1025.2,NA,96.900002,57.5,62.599998,75.599998,71.099998,86.790001,217,736.59998,NA,NA,66.230003,290.20001,358.26999,58.599998,11.47,237,272.89999,20.5,1886.1,83.599998,765.40002,523.76862,26.231359,1088.4,NA,NA,315.5,527.59998,NA,74.800003,NA,NA,-9,12,NA,NA,35,NA,92.400002,9,28,NA,NA,988.79999,NA,2.3,0,NA,NA,NA,190.2,NA,NA,NA,112.7,4.5999999,4,NA,10.05,45,NA,NA,NA,NA,NA,NA,NA,NA,101.4,415.60001,154.60001,213.8,17.700001,NA,NA,NA,NA,0.221,1.4,6.6999998,0.80000001,5,1.3,12.8,17,0.80000001,39,15.4,39.099998,1.5,8.1000004,92.599998,7.3000002,1.7,2.8,3.9000001,75.900002,5.4000001,23.799999,7.9000001,NA,2,0.5,2.5,NA,17.5,NA,NA,NA,18.200001,25.299999,1.65,438,NA,NA,NA,NA,6.0999999,NA,NA,NA,53.5,21,39.900002,54.700001,13.6,NA,154.7,162.10001,53.099998,188.60001,14.3,59.400002,23.6,211.3,74.900002,0,NA,NA,66,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,0,0,234,NA,0,182.3,2365.2,974.79999,NA,365,NA,16.6,11.8,0,1,115.2,3.0999999,6.9000001,161.90601,-9,0,0,NA,311.70001,65.599998,NA,864.38,NA,129.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,"Canada",5257,NA,NA,48.900002,1.073,4.3299999,32.5,24.5,NA,NA,NA,NA,NA,NA,NA,37.700001,NA,4.5999999,1.1,3.9000001,2.7,5.3000002,2.53,13.2,92.099998,NA,NA,6.1399999,31.1,14.19,1.7,0.2,10,30.4,3.5999999,1284.9,27.200001,65.5,83.231598,4.1684022,115.5,NA,NA,39.900002,36.5,NA,5.5,NA,NA,-9,14.1,NA,NA,29.200001,NA,14,7.8000002,32.299999,NA,NA,91.5,NA,2.2,8.8000002,NA,NA,NA,4.5999999,NA,NA,NA,7.5999999,0.40000001,6.8000002,NA,0.38999999,183,NA,NA,NA,NA,NA,NA,NA,NA,8.1999998,37.299999,82.800003,5.3000002,5.4000001,NA,NA,NA,NA,0.185,0,0,0.1,0.60000002,0,0.2,0.30000001,0,1.8,1.2,7.5999999,0.40000001,0.1,5.6999998,0,0,0,0,0.2,0.5,1.5,0.30000001,NA,0,0.1,0,NA,0.69999999,NA,NA,NA,4.3000002,6.0500002,0.44,72.300003,NA,NA,NA,NA,0.1,NA,NA,NA,0.40000001,0.30000001,0.1,0.1,0.1,NA,1.9,2.2,0.60000002,4.6999998,0.60000002,1.4,0.2,5.6999998,2.3,0,NA,NA,3.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,97.199997,-9,6.3000002,NA,0,1.6,355,48.299999,NA,21.9,NA,0.69999999,1.7,0,0,5.9000001,0.1,0,0.69999999,-9,0,0,NA,25.9,1.5,NA,149.16,NA,44.549999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,"Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"Cuba",0,5.4000001,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,-9,0.60000002,0,0.5,14.7,0.5,4.6999998,1.237999,0.0620014,11.4,NA,NA,1.8,31.1,NA,3,NA,NA,-9,-9,NA,NA,-9,NA,0,-9,-9,NA,NA,6.8000002,NA,0.2,-9,NA,NA,NA,5.4000001,NA,NA,NA,0.30000001,0,-9,NA,0.02,-9,NA,NA,NA,NA,NA,NA,NA,NA,4.9000001,4.1999998,0.5,0.1,0.2,NA,NA,NA,NA,0,0,0,0,-9,0,0,-9,-9,-9,0,0,0.1,0,-9,0,0.2,0,0,0,-9,-9,-9,NA,-9,0,0,NA,0,NA,NA,NA,0,0,-9,-9,NA,NA,NA,NA,0,NA,NA,NA,36.700001,-9,0,0,0,NA,0.40000001,0,7.5999999,5.3000002,4.3000002,0.69999999,0,0,0,0,NA,NA,-9,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,-9,-9,-9,NA,-9,0,29.299999,0,NA,0,NA,-9,0,-9,-9,0,0,-9,-9,-9,-9,-9,NA,0,0,NA,0.11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"Haiti",23.1,1.1,NA,0,NA,0.089000002,1.073,0.0070000002,NA,NA,NA,NA,NA,NA,NA,0.001,NA,0.012,0.001,0.0060000001,0.012,0.0049999999,0,0,0.001,NA,NA,0,0.0049999999,0,0,0,0,0,0,0.1,0,0.2,3.3330729,0.16692691,5.5999999,NA,NA,2.4000001,1.4,NA,0,NA,NA,-9,-9,NA,NA,0.07,NA,0,0,0,NA,NA,6.1999998,NA,0,-9,NA,NA,NA,0,NA,NA,NA,0,0,-9,NA,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,0.40000001,0.69999999,0,NA,NA,NA,NA,-9,-9,0,-9,-9,0,0,-9,0,0,-9,0,0,0,0,0,-9,-9,0,0,-9,-9,0,NA,-9,-9,-9,NA,-9,NA,NA,NA,0,-9,-9,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,-9,NA,-9,0,0,0,0.17200001,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,0,-9,0,NA,-9,0,2.5999999,0,NA,0,NA,-9,0,-9,-9,0,0,-9,0,-9,-9,0,NA,0,0,NA,0.003,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"Dominican Republic",121,2.0999999,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,1.5,0.2,1.7,2.0950749,0.1049255,0.60000002,NA,NA,1.3,3.9000001,NA,0.30000001,NA,NA,-9,0,NA,NA,0,NA,0.80000001,0,0,NA,NA,4.1999998,NA,0,-9,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.30000001,0.69999999,0.89999998,0.2,0,NA,NA,NA,NA,-9,-9,0,0,-9,-9,0,-9,-9,0,0,-9,0,0,0,-9,-9,-9,-9,0,-9,0,-9,NA,-9,-9,-9,NA,-9,NA,NA,NA,0,0,-9,0,NA,NA,NA,NA,0.1,NA,NA,NA,0.30000001,0,0,0,-9,NA,0,0,0,0,0,0,0,0,0,-9,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,-9,0,NA,0,0,0.1,0,NA,0,NA,0,0,-9,-9,0,0,-9,0,-9,0,0,NA,0,0,NA,0.0099999998,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,"Jamaica",136,36.599998,NA,0,0.28600001,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0.2,0.69999999,0,0.30000001,0.1,0.11,0.30000001,0.1,NA,NA,0,0.2,0,0,0,0,0.1,0,78.800003,1.6,0.40000001,0.19046129,0.0095386999,0.2,NA,NA,0.89999998,0.1,NA,0,NA,NA,-9,0,NA,NA,0,NA,0.1,0,0,NA,NA,1.4,NA,0,-9,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.30000001,5.4000001,13.9,0.1,0,NA,NA,NA,NA,0,0,0,-9,0,0,0,0,-9,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0.40000001,0,NA,0,NA,0,0,-9,0,0,0,0,-9,-9,0,0,NA,0,0,NA,0.44,NA,0.60000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"Trinidad and Tobago",154,16.9,NA,0,0.003,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.40000001,0.69999999,0,0.2,0.2,0.22,0.1,0.80000001,NA,NA,0,0.1,2.3099999,0,0,0,0.1,0.30000001,68.400002,0.2,1.5,3.809227,0.1907735,1.2,NA,NA,0.30000001,0.40000001,NA,1.4,NA,NA,-9,0,NA,NA,-9,NA,0.1,-9,-9,NA,NA,0.80000001,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,-9,NA,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,0,24,1.4,1.8,0,NA,NA,NA,NA,0,0,0.1,0,0,0,0,0,0,0,1.7,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,-9,0,NA,-9,0,0.40000001,0,NA,0,NA,0,0,0,0,0,-9,0,-9,-9,0,0,NA,0,0,NA,0.11,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
