"","code","country","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Bavaria","Germany","German Federal Republic","German Democratic Republic","Baden","Wuerttemburg","Poland","Austria-Hungary","Austria","Hungary","Czechoslovakia","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Montenegro","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Kosovo","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Zanzibar","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","South Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","Korea","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"1",1,"United States of America",NA,9574.2998,NA,0,28.200001,166.10001,147,229,7.0999999,NA,NA,NA,NA,NA,NA,967,NA,75,95,47,53,94,83,280,1029.3,36,NA,96,363.10001,712,34,14,219,202.89999,23,2191.5,115.1,481,779.40277,36.597179,896,NA,NA,466,330,NA,97,NA,NA,-9,7,NA,NA,103,NA,102,4,25,NA,NA,1171,NA,2,0,NA,NA,NA,109,NA,NA,NA,67,1,4,NA,6,62,NA,NA,NA,NA,NA,NA,NA,NA,109,415,165,234,25,NA,NA,NA,0,0.001,0,0.5,4.829,0.057999998,0.122,84,5,0,54,9,83,0,25,39,15,14,0,1.191,44,55,21,26,NA,21,0,1,NA,49,NA,NA,NA,37,2,2,273,NA,-9,0,0,40,NA,4,NA,12,6,4,96,8,NA,89,105,3,35,3,12,0,125,62,0,NA,0.25999999,42,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,0,3,287,NA,-9,212,4318.5,331,NA,68,NA,1,33,0,2,86,2,0.052000001,2,-9,255,31,NA,464,186,NA,519.59998,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,"Canada",9218.0996,NA,NA,5.1999998,1.2,1.1,34.5,20.200001,1.5,NA,NA,NA,NA,NA,NA,53.099998,NA,3.2,10.7,3.4000001,2.2,9.8999996,12.8,12.4,364.20001,29.9,NA,8.6999998,3.3,39.400002,0.1,0.40000001,2.0999999,5.5,0.60000002,708.29999,9.8999996,70.300003,55.876301,2.6236939,123.8,NA,NA,65.5,26.1,NA,12.5,NA,NA,-9,3,NA,NA,13.6,NA,29.200001,8,27.799999,NA,NA,116.5,NA,0.69999999,-9,NA,NA,NA,4.6999998,NA,NA,NA,3.4000001,0.30000001,1.7,NA,2,22.1,NA,NA,NA,NA,NA,NA,NA,NA,4.3000002,79.400002,39.900002,26.799999,0,NA,NA,NA,0,0,0,0,0,0.0060000001,0,0.60000002,1.1,0,0.69999999,0,11.3,0.1,0.1,17.299999,0.1,0,0,0,0.89999998,10.1,4.5,4.5999999,NA,0,0,0,NA,0.1,NA,NA,NA,0,0,1,40,NA,0,0,0,0.1,NA,8.1000004,NA,1,0.1,0.2,0,0.2,NA,34.200001,1.8,0.69999999,0.40000001,0,0.40000001,0,13.1,36.900002,-9,NA,0,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,23.799999,-9,35,NA,0,11.4,366.5,38.900002,NA,4.8000002,NA,0.1,9.8000002,0,0,2.0999999,0,0,0,-9,26.5,15.4,NA,2.9000001,0.40000001,NA,77.300003,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,"Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"Cuba",0,42,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,29.799999,0,7.0999999,1.432726,0.067274198,55.799999,NA,NA,1,18.549999,NA,0,NA,NA,-9,-9,NA,NA,-9,NA,1.7,4.4299998,-9,NA,NA,30.799999,NA,0,-9,NA,NA,NA,6,NA,NA,NA,-9,-9,-9,NA,15.47,-9,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7,2.0999999,1.6,0,NA,NA,NA,-9,-9,0,0,-9,0,0,0,-9,-9,0,-9,0,0,0,-9,0,-9,-9,0,-9,-9,-9,-9,NA,-9,-9,-9,NA,0,NA,NA,NA,0,-9,-9,-9,NA,-9,-9,-9,-9,NA,0,NA,5.3000002,1.3,0,-9,0,NA,0,0,-9,4.0999999,0.89999998,0,0,0,0,-9,NA,0,-9,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,-9,-9,-9,NA,-9,0,2.4000001,0,NA,0,NA,0,0,-9,-9,0,-9,-9,-9,-9,0,0.27000001,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"Haiti",19.514999,1.092,NA,0,NA,0.0060000001,0.108,0.0049999999,0,NA,NA,NA,NA,NA,NA,0.093999997,NA,0,0,0,0.30000001,0,0,0.037,0.147,0,NA,0,0.011,0.037,0,0,0.017000001,0.003,0,1.544,0.0070000002,0.91600001,1.01246,0.0475404,1.452,NA,NA,0.33399999,0.077,NA,0.0099999998,NA,NA,-9,-9,NA,NA,0.53200001,NA,0.235,0.34799999,0.68300003,NA,NA,0.65799999,NA,0,-9,NA,NA,NA,0,NA,NA,NA,0,0,0.29100001,NA,0.018999999,-9,NA,NA,NA,NA,NA,NA,NA,NA,0.066,0.092,0.123,0.35699999,0.001,NA,NA,NA,-9,-9,-9,0,0,-9,-9,0,-9,0,0,-9,0,0,0,0,0,0,-9,0,0.001,-9,0,0,NA,-9,0,-9,NA,0,NA,NA,NA,0,0,-9,0.001,NA,-9,-9,-9,0.032000002,NA,0,NA,0.001,0,0,0,-9,NA,-9,0,0,0.012,0,0,0,0.0060000001,-9,-9,NA,-9,-9,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,0.02,-9,0,NA,-9,0,2.2780001,0.113,NA,0.001,NA,-9,0,-9,-9,0,0,-9,-9,-9,0,0.0070000002,NA,0,0.003,NA,0.015,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"Dominican Republic",120.11,5.7199998,NA,0,0.44,NA,0.61000001,0.56,0,NA,NA,NA,NA,NA,NA,0.76999998,NA,0.23,3.8,0.14,0.51999998,0.050000001,1.3099999,0.33000001,4.3000002,0.1,NA,0,0,0.11,0,0,0,0.11,0,7.5300002,0,6.8699999,4.0784931,0.19150729,1.79,NA,NA,1.24,3.3499999,NA,0.31,NA,NA,-9,0,NA,NA,0,NA,0.13,0,0,NA,NA,5.29,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.079999998,0.82999998,2.27,1.1,0,NA,NA,NA,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,0,0,-9,-9,-9,-9,-9,-9,0,0,NA,-9,-9,-9,NA,0,NA,NA,NA,0,0,0,0.81,NA,-9,0,-9,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,-9,0,0,0.2,0,-9,NA,0,-9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0.1,NA,0,0,13.31,0.87,NA,0.059999999,NA,0,0,-9,-9,0,0,0,-9,-9,0,0.23,NA,0,0,NA,0.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,"Jamaica",147.89999,36.599998,NA,0,0.45100001,0,NA,2.4000001,0.1,NA,NA,NA,NA,NA,NA,0.30000001,NA,0.078000002,3.5,0,0.1,0,0,0.18000001,17,1.3,NA,0,0,0,0,0,0,0.80000001,0,78.099998,0.80000001,5.3000002,3.8206019,0.1793979,8.3000002,NA,NA,4.1999998,0.31,NA,0.2,NA,NA,-9,0,NA,NA,0,NA,1.6,0,0,NA,NA,5.1999998,NA,0,-9,NA,NA,NA,0.40000001,NA,NA,NA,0,0,-9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.30000001,1.5,1.2,1.1,0,NA,NA,NA,-9,0,0,0,-9,0,-9,0,-9,-9,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,NA,0,-9,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,0,0,14.4,0.5,NA,0,NA,0,0,-9,-9,0,0,0,-9,-9,0,0.2,NA,0,0,NA,6.8000002,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"Trinidad and Tobago",63.299999,17.5,NA,0,0.0080000004,0,1.3,NA,0.69999999,NA,NA,NA,NA,NA,NA,0.1,NA,0,1,0,0,0,0,3.8,183.89999,4.9000001,NA,0,0.5,0.80000001,0,0,0,0.69999999,0,63.099998,1.4,4.1999998,1.6237561,0.076244101,2.4000001,NA,NA,0.80000001,0.40000001,NA,0.30000001,NA,NA,-9,0,NA,NA,0,NA,0.1,0,0,NA,NA,1.6,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,-9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.89999998,1.1,2,0,NA,NA,NA,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,-9,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,17.200001,0,NA,0,0,0,0,0,0,0,0,11.8,-9,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,-9,0,NA,0,0,6.0999999,1.2,NA,0,NA,0,0,0,0,0,-9,-9,-9,-9,0,0,NA,0,0,NA,3,NA,4.5999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"Barbados",17.5,11.3,NA,0,0.0099999998,0,1.1,4.9000001,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.07,5.1999998,1.5,NA,0,0,0,0,0,0,1.1,0,23,0.30000001,3.5,0.7641204,0.035879601,1.5,NA,NA,0.30000001,0,NA,0.1,NA,NA,-9,0,NA,NA,0,NA,0,0,0.1,NA,NA,0.80000001,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.40000001,0.80000001,0,NA,NA,NA,0,0,0,0,0,-9,0,0,0,-9,0,0,0,-9,-9,0,0,-9,-9,0,0,0,0,0,NA,0,-9,0,NA,0,NA,NA,NA,0,0,0,0,NA,-9,0,-9,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,-9,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,-9,0,NA,0,0,1.3,0.30000001,NA,0,NA,0,0,0,0,0,0,-9,-9,-9,0.1,0,NA,0,0,NA,0.69999999,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
